feature_set,test_signal_entries,test_background_entries,signal_sumw,signal_sumw2,signal_neff,signal_max_weight_fraction,background_sumw,background_sumw2,background_neff,background_max_weight_fraction,bdt_signal_efficiency,bdt_photon_efficiency,bdt_RZ,box_signal_efficiency,box_photon_efficiency,box_RZ,RZ_ratio,log_RZ_ratio,coupling_advantage,bootstrap_replicates,bootstrap_valid,bootstrap_invalid,bootstrap_seed,RZ_ratio_q025,RZ_ratio_q16,RZ_ratio_q50,RZ_ratio_q84,RZ_ratio_q975,coupling_q025,coupling_q05,coupling_q16,coupling_q50,coupling_q84,coupling_q95,coupling_q975
electron_qa2,36609,37322,0.00554087120266,1.15573158386e-09,26564.3460067,0.000214778906144,0.665966300285,1.40211253479e-05,31631.6345594,6.87647563555e-05,0.885629515981,0.618655527812,1.07788392302,0.882625583448,0.621434677319,1.07234889244,1.0051615949,0.00514831953468,0.00257084945911,5000,5000,0,960015,1.00136401977,1.00328848103,1.00518375478,1.00703460493,1.00888954106,0.000681312972874,0.00102325965713,0.00164019630794,0.00258184398041,0.00349885346103,0.00406968259197,0.00441535438543
