feature_set,test_signal_entries,test_background_entries,signal_sumw,signal_sumw2,signal_neff,signal_max_weight_fraction,background_sumw,background_sumw2,background_neff,background_max_weight_fraction,bdt_signal_efficiency,bdt_photon_efficiency,bdt_RZ,box_signal_efficiency,box_photon_efficiency,box_RZ,RZ_ratio,log_RZ_ratio,coupling_advantage,bootstrap_replicates,bootstrap_valid,bootstrap_invalid,bootstrap_seed,RZ_ratio_q025,RZ_ratio_q16,RZ_ratio_q50,RZ_ratio_q84,RZ_ratio_q975,coupling_q025,coupling_q05,coupling_q16,coupling_q50,coupling_q84,coupling_q95,coupling_q975
electron,33017,34681,0.0419359437478,6.25648720474e-08,28108.7984434,0.00012686821778,1.94440102371,0.000118647158724,31865.0305803,7.89263375414e-05,0.919565870159,0.836213473386,1.00063800344,0.950623717247,0.889762214332,1.00464110313,0.996015393283,-0.00399256641357,-0.00199827710668,50000,50000,0,960000,0.993393767358,0.994691674855,0.996039743704,0.997372490983,0.998669822731,-0.00331957280831,-0.00310245327179,-0.00266477640251,-0.00198602898647,-0.00131634911677,-0.000878955021951,-0.000665752885336
