feature_set,test_signal_entries,test_background_entries,signal_sumw,signal_sumw2,signal_neff,signal_max_weight_fraction,background_sumw,background_sumw2,background_neff,background_max_weight_fraction,bdt_signal_efficiency,bdt_photon_efficiency,bdt_RZ,box_signal_efficiency,box_photon_efficiency,box_RZ,RZ_ratio,log_RZ_ratio,coupling_advantage,bootstrap_replicates,bootstrap_valid,bootstrap_invalid,bootstrap_seed,RZ_ratio_q025,RZ_ratio_q16,RZ_ratio_q50,RZ_ratio_q84,RZ_ratio_q975,coupling_q025,coupling_q05,coupling_q16,coupling_q50,coupling_q84,coupling_q95,coupling_q975
electron,36549,37524,0.00106855600041,4.2182643463e-11,27068.2876242,0.000164865405533,0.289250629788,2.7025834918e-06,30957.758414,0.000292724736373,0.914029530023,0.800919045066,1.00153215315,0.900163389375,0.768872057821,1.00266265401,0.998872501276,-0.00112813482917,-0.000564226530523,50000,50000,0,960042,0.995783840084,0.997316123782,0.998862690529,1.0004375733,1.00195031758,-0.00211476946698,-0.00186708544433,-0.00134464536131,-0.000569140247739,0.000218714873902,0.000715823818879,0.000973734699866
