replicate,RZ_ratio,log_RZ_ratio,coupling_advantage
0,1.0004178906,0.000417803312533,0.000208879837835
1,1.00105798382,0.00105742454499,0.000528572528791
2,0.999997841389,-2.1586136385e-06,-1.07930740167e-06
3,0.998627132919,-0.00137381032638,-0.000687141136571
4,0.998595987009,-0.0014049995411,-0.000702746581306
5,0.997327530954,-0.00267604646653,-0.00133891878573
6,0.998166583498,-0.00183509926711,-0.000917970710997
7,0.999239476411,-0.000760812933558,-0.000380478830494
8,0.998982515746,-0.00101800224238,-0.000509130684244
9,1.00037893338,0.000378861602233,0.000189412860235
10,0.999823730738,-0.000176284799314,-8.81462843123e-05
11,0.999497915584,-0.000502210502955,-0.00025113678104
12,1.00135689015,0.00135597040536,0.000677755422647
13,0.997243204813,-0.0027606021449,-0.00138125412642
14,0.998777151564,-0.00122359672502,-0.000611985549298
15,0.998111451711,-0.00189033384503,-0.00094561373353
16,0.998171175429,-0.00183049891272,-0.000915668424952
17,1.00070493348,0.000704685129636,0.000352280499466
18,1.00103975596,0.00103921579008,0.000519472922237
19,0.998751838665,-0.00124894093728,-0.000624665490918
20,0.998052637354,-0.00194926122216,-0.000975105717834
21,0.996726469461,-0.00327890026234,-0.00164079476426
22,1.00090073969,0.000900334262787,0.000450065821373
23,1.00069476859,0.000694527348276,0.000347203385087
24,0.999723793177,-0.000276244975467,-0.000138132027084
25,1.0001420398,0.000142029715991,7.10123365001e-05
26,1.00173547393,0.00173396973415,0.000866609144284
27,0.998565774151,-0.00143525533491,-0.000717885223796
28,0.996900783732,-0.0031040287851,-0.0015532193902
29,1.00250108229,0.00249795978568,0.00124820024208
30,0.998855106792,-0.00114554909852,-0.000572938615925
31,1.00048211765,0.000482001469882,0.000240971696596
32,0.999921541913,-7.84611649895e-05,-3.92313520241e-05
33,1.00119602759,0.00119531291583,0.00059747789687
34,0.999737759629,-0.000262274761943,-0.000131145979854
35,0.999341410795,-0.00065880617011,-0.000329457344209
36,1.00110341377,0.00110280546112,0.000551250736012
37,0.999534179033,-0.000465929494968,-0.000232991885878
38,0.999676244858,-0.000323807561864,-0.000161916888056
39,1.00148178638,0.00148068961539,0.000740070820098
