feature_set,test_signal_entries,test_background_entries,signal_sumw,signal_sumw2,signal_neff,signal_max_weight_fraction,background_sumw,background_sumw2,background_neff,background_max_weight_fraction,bdt_signal_efficiency,bdt_photon_efficiency,bdt_RZ,box_signal_efficiency,box_photon_efficiency,box_RZ,RZ_ratio,log_RZ_ratio,coupling_advantage,bootstrap_replicates,bootstrap_valid,bootstrap_invalid,bootstrap_seed,RZ_ratio_q025,RZ_ratio_q16,RZ_ratio_q50,RZ_ratio_q84,RZ_ratio_q975,coupling_q025,coupling_q05,coupling_q16,coupling_q50,coupling_q84,coupling_q95,coupling_q975
electron_qa2,37140,36546,0.0584871083133,1.08059563152e-07,31656.0768809,0.000485055748162,1.47170162452,7.24391707385e-05,29899.6475184,7.28398126594e-05,0.980270373329,0.897137723331,1.02832870287,0.976739263582,0.891387688259,1.02751351512,1.00079335964,0.000793045098354,0.000396443944501,5000,5000,0,960035,0.999330827488,1.00006362447,1.00079998224,1.00150909363,1.00217103921,-0.000334754271601,-0.00020941985731,3.1810714877e-05,0.00039975128836,0.000753693878583,0.000970292379346,0.00108375526552
