class,mass_GeV,pt_low_GeV,pt_high_GeV,log10_t_low,log10_t_high,weighted_probability_percent
Vector signal,1,2.52222222222,2.7,-5.625,-5.5,0
Vector signal,1,2.52222222222,2.7,-5.5,-5.375,0
Vector signal,1,2.52222222222,2.7,-5.375,-5.25,0
Vector signal,1,2.52222222222,2.7,-5.25,-5.125,0
Vector signal,1,2.52222222222,2.7,-5.125,-5,0
Vector signal,1,2.52222222222,2.7,-5,-4.875,0.00063545110591
Vector signal,1,2.52222222222,2.7,-4.875,-4.75,0.00390246744982
Vector signal,1,2.52222222222,2.7,-4.75,-4.625,0.0245013074751
Vector signal,1,2.52222222222,2.7,-4.625,-4.5,0.0691030739761
Vector signal,1,2.52222222222,2.7,-4.5,-4.375,0.0639177923215
Vector signal,1,2.52222222222,2.7,-4.375,-4.25,0.0628494292608
Vector signal,1,2.52222222222,2.7,-4.25,-4.125,0.133317927006
Vector signal,1,2.52222222222,2.7,-4.125,-4,0.161937147692
Vector signal,1,2.52222222222,2.7,-4,-3.875,0.150535543306
Vector signal,1,2.52222222222,2.7,-3.875,-3.75,0.175328090061
Vector signal,1,2.52222222222,2.7,-3.75,-3.625,0.176192041877
Vector signal,1,2.52222222222,2.7,-3.625,-3.5,0.169161406847
Vector signal,1,2.52222222222,2.7,-3.5,-3.375,0.228416891249
Vector signal,1,2.52222222222,2.7,-3.375,-3.25,0.221982067471
Vector signal,1,2.52222222222,2.7,-3.25,-3.125,0.228761967671
Vector signal,1,2.52222222222,2.7,-3.125,-3,0.19772705894
Vector signal,1,2.52222222222,2.7,-3,-2.875,0.180874926317
Vector signal,1,2.52222222222,2.7,-2.875,-2.75,0.180726319133
Vector signal,1,2.52222222222,2.7,-2.75,-2.625,0.185745070102
Vector signal,1,2.52222222222,2.7,-2.625,-2.5,0.144637230228
Vector signal,1,2.52222222222,2.7,-2.5,-2.375,0.113357538478
Vector signal,1,2.52222222222,2.7,-2.375,-2.25,0.08004171721
Vector signal,1,2.52222222222,2.7,-2.25,-2.125,0.0532004808314
Vector signal,1,2.52222222222,2.7,-2.125,-2,0.0176215931017
Vector signal,1,2.52222222222,2.7,-2,-1.875,0.0148214682405
Vector signal,1,2.52222222222,2.7,-1.875,-1.75,0.00239535765681
Vector signal,1,2.52222222222,2.7,-1.75,-1.625,0
Vector signal,1,2.52222222222,2.7,-1.625,-1.5,0.000948713595412
Vector signal,1,2.7,2.87777777778,-6,-5.875,0
Vector signal,1,2.7,2.87777777778,-5.875,-5.75,0
Vector signal,1,2.7,2.87777777778,-5.75,-5.625,0
Vector signal,1,2.7,2.87777777778,-5.625,-5.5,0
Vector signal,1,2.7,2.87777777778,-5.5,-5.375,0
Vector signal,1,2.7,2.87777777778,-5.375,-5.25,0
Vector signal,1,2.7,2.87777777778,-5.25,-5.125,0
Vector signal,1,2.7,2.87777777778,-5.125,-5,0
Vector signal,1,2.7,2.87777777778,-5,-4.875,0
Vector signal,1,2.7,2.87777777778,-4.875,-4.75,0
Vector signal,1,2.7,2.87777777778,-4.75,-4.625,0.00504290783666
Vector signal,1,2.7,2.87777777778,-4.625,-4.5,0.0209781146363
Vector signal,1,2.7,2.87777777778,-4.5,-4.375,0.0509738683632
Vector signal,1,2.7,2.87777777778,-4.375,-4.25,0.0438604851139
Vector signal,1,2.7,2.87777777778,-4.25,-4.125,0.0916419499635
Vector signal,1,2.7,2.87777777778,-4.125,-4,0.121545455672
Vector signal,1,2.7,2.87777777778,-4,-3.875,0.13639858298
Vector signal,1,2.7,2.87777777778,-3.875,-3.75,0.138113173434
Vector signal,1,2.7,2.87777777778,-3.75,-3.625,0.115516106045
Vector signal,1,2.7,2.87777777778,-3.625,-3.5,0.166014329516
Vector signal,1,2.7,2.87777777778,-3.5,-3.375,0.179281348075
Vector signal,1,2.7,2.87777777778,-3.375,-3.25,0.174815864711
Vector signal,1,2.7,2.87777777778,-3.25,-3.125,0.136901129225
Vector signal,1,2.7,2.87777777778,-3.125,-3,0.163645271717
Vector signal,1,2.7,2.87777777778,-3,-2.875,0.155282295494
Vector signal,1,2.7,2.87777777778,-2.875,-2.75,0.149519016815
Vector signal,1,2.7,2.87777777778,-2.75,-2.625,0.123159919751
Vector signal,1,2.7,2.87777777778,-2.625,-2.5,0.112073339714
Vector signal,1,2.7,2.87777777778,-2.5,-2.375,0.10138995478
Vector signal,1,2.7,2.87777777778,-2.375,-2.25,0.0874043651176
Vector signal,1,2.7,2.87777777778,-2.25,-2.125,0.0386857389073
Vector signal,1,2.7,2.87777777778,-2.125,-2,0.0209989927621
Vector signal,1,2.7,2.87777777778,-2,-1.875,0.00688552556304
Vector signal,1,2.7,2.87777777778,-1.875,-1.75,0.00168307990437
Vector signal,1,2.7,2.87777777778,-1.75,-1.625,0
Vector signal,1,2.7,2.87777777778,-1.625,-1.5,0.000732997216383
Vector signal,1,2.87777777778,3.05555555556,-6,-5.875,0
Vector signal,1,2.87777777778,3.05555555556,-5.875,-5.75,0
Vector signal,1,2.87777777778,3.05555555556,-5.75,-5.625,0
Vector signal,1,2.87777777778,3.05555555556,-5.625,-5.5,0
Vector signal,1,2.87777777778,3.05555555556,-5.5,-5.375,0
Vector signal,1,2.87777777778,3.05555555556,-5.375,-5.25,0
Vector signal,1,2.87777777778,3.05555555556,-5.25,-5.125,0
Vector signal,1,2.87777777778,3.05555555556,-5.125,-5,0
Vector signal,1,2.87777777778,3.05555555556,-5,-4.875,0
Vector signal,1,2.87777777778,3.05555555556,-4.875,-4.75,0
Vector signal,1,2.87777777778,3.05555555556,-4.75,-4.625,4.41199296127e-05
Vector signal,1,2.87777777778,3.05555555556,-4.625,-4.5,0.0109975696947
Vector signal,1,2.87777777778,3.05555555556,-4.5,-4.375,0.0324168639985
Vector signal,1,2.87777777778,3.05555555556,-4.375,-4.25,0.0444796643632
Vector signal,1,2.87777777778,3.05555555556,-4.25,-4.125,0.0614152717149
Vector signal,1,2.87777777778,3.05555555556,-4.125,-4,0.0675290157027
Vector signal,1,2.87777777778,3.05555555556,-4,-3.875,0.111554176282
Vector signal,1,2.87777777778,3.05555555556,-3.875,-3.75,0.0906687337586
Vector signal,1,2.87777777778,3.05555555556,-3.75,-3.625,0.112442470966
Vector signal,1,2.87777777778,3.05555555556,-3.625,-3.5,0.129878793517
Vector signal,1,2.87777777778,3.05555555556,-3.5,-3.375,0.10475335628
Vector signal,1,2.87777777778,3.05555555556,-3.375,-3.25,0.174038689696
Vector signal,1,2.87777777778,3.05555555556,-3.25,-3.125,0.15320484461
Vector signal,1,2.87777777778,3.05555555556,-3.125,-3,0.156374016741
Vector signal,1,2.87777777778,3.05555555556,-3,-2.875,0.130128862204
Vector signal,1,2.87777777778,3.05555555556,-2.875,-2.75,0.110276551954
Vector signal,1,2.87777777778,3.05555555556,-2.75,-2.625,0.103689725438
Vector signal,1,2.87777777778,3.05555555556,-2.625,-2.5,0.134165572758
Vector signal,1,2.87777777778,3.05555555556,-2.5,-2.375,0.0762944414354
Vector signal,1,2.87777777778,3.05555555556,-2.375,-2.25,0.0463035923037
Vector signal,1,2.87777777778,3.05555555556,-2.25,-2.125,0.036199291846
Vector signal,1,2.87777777778,3.05555555556,-2.125,-2,0.0127750547032
Vector signal,1,2.87777777778,3.05555555556,-2,-1.875,0.00851484330782
Vector signal,1,2.87777777778,3.05555555556,-1.875,-1.75,0.00233483520563
Vector signal,1,2.87777777778,3.05555555556,-1.75,-1.625,4.92840050164e-05
Vector signal,1,2.87777777778,3.05555555556,-1.625,-1.5,0.0012097919226
Vector signal,1,3.05555555556,3.23333333333,-6,-5.875,0
Vector signal,1,3.05555555556,3.23333333333,-5.875,-5.75,0
Vector signal,1,3.05555555556,3.23333333333,-5.75,-5.625,0
Vector signal,1,3.05555555556,3.23333333333,-5.625,-5.5,0
Vector signal,1,3.05555555556,3.23333333333,-5.5,-5.375,0
Vector signal,1,3.05555555556,3.23333333333,-5.375,-5.25,0
Vector signal,1,3.05555555556,3.23333333333,-5.25,-5.125,0
Vector signal,1,3.05555555556,3.23333333333,-5.125,-5,0
Vector signal,1,3.05555555556,3.23333333333,-5,-4.875,0
Vector signal,1,3.05555555556,3.23333333333,-4.875,-4.75,0
Vector signal,1,3.05555555556,3.23333333333,-4.75,-4.625,0
Vector signal,1,3.05555555556,3.23333333333,-4.625,-4.5,0.00014541273638
Vector signal,1,3.05555555556,3.23333333333,-4.5,-4.375,0.0174222255939
Vector signal,1,3.05555555556,3.23333333333,-4.375,-4.25,0.0245388562756
Vector signal,1,3.05555555556,3.23333333333,-4.25,-4.125,0.0327927171329
Vector signal,1,3.05555555556,3.23333333333,-4.125,-4,0.0484372200693
Vector signal,1,3.05555555556,3.23333333333,-4,-3.875,0.0856655854169
Vector signal,1,3.05555555556,3.23333333333,-3.875,-3.75,0.09668821117
Vector signal,1,3.05555555556,3.23333333333,-3.75,-3.625,0.083597984263
Vector signal,1,3.05555555556,3.23333333333,-3.625,-3.5,0.0876435937217
Vector signal,1,3.05555555556,3.23333333333,-3.5,-3.375,0.10231566605
Vector signal,1,3.05555555556,3.23333333333,-3.375,-3.25,0.09144274107
Vector signal,1,3.05555555556,3.23333333333,-3.25,-3.125,0.0987647812682
Vector signal,1,3.05555555556,3.23333333333,-3.125,-3,0.0985102573356
Vector signal,1,3.05555555556,3.23333333333,-3,-2.875,0.095670322505
Vector signal,1,3.05555555556,3.23333333333,-2.875,-2.75,0.129943622285
Vector signal,1,3.05555555556,3.23333333333,-2.75,-2.625,0.0998632297608
Vector signal,1,3.05555555556,3.23333333333,-2.625,-2.5,0.0939484791744
Vector signal,1,3.05555555556,3.23333333333,-2.5,-2.375,0.0568792854522
Vector signal,1,3.05555555556,3.23333333333,-2.375,-2.25,0.0487053651998
Vector signal,1,3.05555555556,3.23333333333,-2.25,-2.125,0.0344960725918
Vector signal,1,3.05555555556,3.23333333333,-2.125,-2,0.0130717446187
Vector signal,1,3.05555555556,3.23333333333,-2,-1.875,0.00359725318373
Vector signal,1,3.05555555556,3.23333333333,-1.875,-1.75,0.000824286328504
Vector signal,1,3.05555555556,3.23333333333,-1.75,-1.625,0.000439483538176
Vector signal,1,3.05555555556,3.23333333333,-1.625,-1.5,0.000161494199638
Vector signal,1,3.23333333333,3.41111111111,-6,-5.875,0
Vector signal,1,3.23333333333,3.41111111111,-5.875,-5.75,0
Vector signal,1,3.23333333333,3.41111111111,-5.75,-5.625,0
Vector signal,1,3.23333333333,3.41111111111,-5.625,-5.5,0
Vector signal,1,3.23333333333,3.41111111111,-5.5,-5.375,0
Vector signal,1,3.23333333333,3.41111111111,-5.375,-5.25,0
Vector signal,1,3.23333333333,3.41111111111,-5.25,-5.125,0
Vector signal,1,3.23333333333,3.41111111111,-5.125,-5,0
Vector signal,1,3.23333333333,3.41111111111,-5,-4.875,0
Vector signal,1,3.23333333333,3.41111111111,-4.875,-4.75,0
Vector signal,1,3.23333333333,3.41111111111,-4.75,-4.625,0
Vector signal,1,3.23333333333,3.41111111111,-4.625,-4.5,0
Vector signal,1,3.23333333333,3.41111111111,-4.5,-4.375,0.00116300417086
Vector signal,1,3.23333333333,3.41111111111,-4.375,-4.25,0.015163494659
Vector signal,1,3.23333333333,3.41111111111,-4.25,-4.125,0.0199683098478
Vector signal,1,3.23333333333,3.41111111111,-4.125,-4,0.0376986882949
Vector signal,1,3.23333333333,3.41111111111,-4,-3.875,0.0624567026693
Vector signal,1,3.23333333333,3.41111111111,-3.875,-3.75,0.0621617841262
Vector signal,1,3.23333333333,3.41111111111,-3.75,-3.625,0.0575971767116
Vector signal,1,3.23333333333,3.41111111111,-3.625,-3.5,0.0720636040916
Vector signal,1,3.23333333333,3.41111111111,-3.5,-3.375,0.0967693241182
Vector signal,1,3.23333333333,3.41111111111,-3.375,-3.25,0.0697489630633
Vector signal,1,3.23333333333,3.41111111111,-3.25,-3.125,0.0995689937343
Vector signal,1,3.23333333333,3.41111111111,-3.125,-3,0.104418267086
Vector signal,1,3.23333333333,3.41111111111,-3,-2.875,0.0840438201898
Vector signal,1,3.23333333333,3.41111111111,-2.875,-2.75,0.0839610394029
Vector signal,1,3.23333333333,3.41111111111,-2.75,-2.625,0.0669370476304
Vector signal,1,3.23333333333,3.41111111111,-2.625,-2.5,0.0732598974735
Vector signal,1,3.23333333333,3.41111111111,-2.5,-2.375,0.0585323790351
Vector signal,1,3.23333333333,3.41111111111,-2.375,-2.25,0.0426213242868
Vector signal,1,3.23333333333,3.41111111111,-2.25,-2.125,0.0288959940315
Vector signal,1,3.23333333333,3.41111111111,-2.125,-2,0.0163538968454
Vector signal,1,3.23333333333,3.41111111111,-2,-1.875,0.00407447077614
Vector signal,1,3.23333333333,3.41111111111,-1.875,-1.75,0.000704693187226
Vector signal,1,3.23333333333,3.41111111111,-1.75,-1.625,8.11007302028e-06
Vector signal,1,3.23333333333,3.41111111111,-1.625,-1.5,0.000328758456509
Vector signal,1,3.41111111111,3.58888888889,-6,-5.875,0
Vector signal,1,3.41111111111,3.58888888889,-5.875,-5.75,0
Vector signal,1,3.41111111111,3.58888888889,-5.75,-5.625,0
Vector signal,1,3.41111111111,3.58888888889,-5.625,-5.5,0
Vector signal,1,3.41111111111,3.58888888889,-5.5,-5.375,0
Vector signal,1,3.41111111111,3.58888888889,-5.375,-5.25,0
Vector signal,1,3.41111111111,3.58888888889,-5.25,-5.125,0
Vector signal,1,3.41111111111,3.58888888889,-5.125,-5,0
Vector signal,1,3.41111111111,3.58888888889,-5,-4.875,0
Vector signal,1,3.41111111111,3.58888888889,-4.875,-4.75,0
Vector signal,1,3.41111111111,3.58888888889,-4.75,-4.625,0
Vector signal,1,3.41111111111,3.58888888889,-4.625,-4.5,0
Vector signal,1,3.41111111111,3.58888888889,-4.5,-4.375,0
Vector signal,1,3.41111111111,3.58888888889,-4.375,-4.25,0.000850782851632
Vector signal,1,3.41111111111,3.58888888889,-4.25,-4.125,0.0354610767835
Vector signal,1,3.41111111111,3.58888888889,-4.125,-4,0.0217863926506
Vector signal,1,3.41111111111,3.58888888889,-4,-3.875,0.0461385034682
Vector signal,1,3.41111111111,3.58888888889,-3.875,-3.75,0.0252865048588
Vector signal,1,3.41111111111,3.58888888889,-3.75,-3.625,0.0457835805881
Vector signal,1,3.41111111111,3.58888888889,-3.625,-3.5,0.0407916029136
Vector signal,1,3.41111111111,3.58888888889,-3.5,-3.375,0.0754090145405
Vector signal,1,3.41111111111,3.58888888889,-3.375,-3.25,0.0472283538553
Vector signal,1,3.41111111111,3.58888888889,-3.25,-3.125,0.0686204631673
Vector signal,1,3.41111111111,3.58888888889,-3.125,-3,0.0671653204225
Vector signal,1,3.41111111111,3.58888888889,-3,-2.875,0.0723498989622
Vector signal,1,3.41111111111,3.58888888889,-2.875,-2.75,0.0706809941715
Vector signal,1,3.41111111111,3.58888888889,-2.75,-2.625,0.0787050496144
Vector signal,1,3.41111111111,3.58888888889,-2.625,-2.5,0.0558092727834
Vector signal,1,3.41111111111,3.58888888889,-2.5,-2.375,0.0473440400109
Vector signal,1,3.41111111111,3.58888888889,-2.375,-2.25,0.047623967238
Vector signal,1,3.41111111111,3.58888888889,-2.25,-2.125,0.0218481304931
Vector signal,1,3.41111111111,3.58888888889,-2.125,-2,0.00763908086017
Vector signal,1,3.41111111111,3.58888888889,-2,-1.875,0.0045558559762
Vector signal,1,3.41111111111,3.58888888889,-1.875,-1.75,0.000196602241848
Vector signal,1,3.41111111111,3.58888888889,-1.75,-1.625,4.33006108121e-06
Vector signal,1,3.41111111111,3.58888888889,-1.625,-1.5,0.000128752826051
Vector signal,1,3.58888888889,3.76666666667,-6,-5.875,0
Vector signal,1,3.58888888889,3.76666666667,-5.875,-5.75,0
Vector signal,1,3.58888888889,3.76666666667,-5.75,-5.625,0
Vector signal,1,3.58888888889,3.76666666667,-5.625,-5.5,0
Vector signal,1,3.58888888889,3.76666666667,-5.5,-5.375,0
Vector signal,1,3.58888888889,3.76666666667,-5.375,-5.25,0
Vector signal,1,3.58888888889,3.76666666667,-5.25,-5.125,0
Vector signal,1,3.58888888889,3.76666666667,-5.125,-5,0
Vector signal,1,3.58888888889,3.76666666667,-5,-4.875,0
Vector signal,1,3.58888888889,3.76666666667,-4.875,-4.75,0
Vector signal,1,3.58888888889,3.76666666667,-4.75,-4.625,0
Vector signal,1,3.58888888889,3.76666666667,-4.625,-4.5,0
Vector signal,1,3.58888888889,3.76666666667,-4.5,-4.375,0
Vector signal,1,3.58888888889,3.76666666667,-4.375,-4.25,0.000912548174653
Vector signal,1,3.58888888889,3.76666666667,-4.25,-4.125,0.00560282147127
Vector signal,1,3.58888888889,3.76666666667,-4.125,-4,0.0192480994258
Vector signal,1,3.58888888889,3.76666666667,-4,-3.875,0.00734705248871
Vector signal,1,3.58888888889,3.76666666667,-3.875,-3.75,0.0343732911048
Vector signal,1,3.58888888889,3.76666666667,-3.75,-3.625,0.0237482124333
Vector signal,1,3.58888888889,3.76666666667,-3.625,-3.5,0.0624090393182
Vector signal,1,3.58888888889,3.76666666667,-3.5,-3.375,0.0398330649047
Vector signal,1,3.58888888889,3.76666666667,-3.375,-3.25,0.0516121644855
Vector signal,1,3.58888888889,3.76666666667,-3.25,-3.125,0.0579676421365
Vector signal,1,3.58888888889,3.76666666667,-3.125,-3,0.0747875160755
Vector signal,1,3.58888888889,3.76666666667,-3,-2.875,0.0712572863791
Vector signal,1,3.58888888889,3.76666666667,-2.875,-2.75,0.0571215321045
Vector signal,1,3.58888888889,3.76666666667,-2.75,-2.625,0.0415564573504
Vector signal,1,3.58888888889,3.76666666667,-2.625,-2.5,0.0407181239821
Vector signal,1,3.58888888889,3.76666666667,-2.5,-2.375,0.0477017496268
Vector signal,1,3.58888888889,3.76666666667,-2.375,-2.25,0.0288630627091
Vector signal,1,3.58888888889,3.76666666667,-2.25,-2.125,0.0177047225293
Vector signal,1,3.58888888889,3.76666666667,-2.125,-2,0.00467156469692
Vector signal,1,3.58888888889,3.76666666667,-2,-1.875,0.00370184088643
Vector signal,1,3.58888888889,3.76666666667,-1.875,-1.75,0.000137333349251
Vector signal,1,3.58888888889,3.76666666667,-1.75,-1.625,1.03402878516e-05
Vector signal,1,3.58888888889,3.76666666667,-1.625,-1.5,0
Vector signal,1,3.76666666667,3.94444444444,-6,-5.875,0
Vector signal,1,3.76666666667,3.94444444444,-5.875,-5.75,0
Vector signal,1,3.76666666667,3.94444444444,-5.75,-5.625,0
Vector signal,1,3.76666666667,3.94444444444,-5.625,-5.5,0
Vector signal,1,3.76666666667,3.94444444444,-5.5,-5.375,0
Vector signal,1,3.76666666667,3.94444444444,-5.375,-5.25,0
Vector signal,1,3.76666666667,3.94444444444,-5.25,-5.125,0
Vector signal,1,3.76666666667,3.94444444444,-5.125,-5,0
Vector signal,1,3.76666666667,3.94444444444,-5,-4.875,0
Vector signal,1,3.76666666667,3.94444444444,-4.875,-4.75,0
Vector signal,1,3.76666666667,3.94444444444,-4.75,-4.625,0
Vector signal,1,3.76666666667,3.94444444444,-4.625,-4.5,0
Vector signal,1,3.76666666667,3.94444444444,-4.5,-4.375,0
Vector signal,1,3.76666666667,3.94444444444,-4.375,-4.25,0
Vector signal,1,3.76666666667,3.94444444444,-4.25,-4.125,0
Vector signal,1,3.76666666667,3.94444444444,-4.125,-4,0.00932074466487
Vector signal,1,3.76666666667,3.94444444444,-4,-3.875,0.0226233061827
Vector signal,1,3.76666666667,3.94444444444,-3.875,-3.75,0.0206422109017
Vector signal,1,3.76666666667,3.94444444444,-3.75,-3.625,0.0366164695913
Vector signal,1,3.76666666667,3.94444444444,-3.625,-3.5,0.0416956173676
Vector signal,1,3.76666666667,3.94444444444,-3.5,-3.375,0.034652007205
Vector signal,1,3.76666666667,3.94444444444,-3.375,-3.25,0.0431014254057
Vector signal,1,3.76666666667,3.94444444444,-3.25,-3.125,0.0428219314884
Vector signal,1,3.76666666667,3.94444444444,-3.125,-3,0.0654263930518
Vector signal,1,3.76666666667,3.94444444444,-3,-2.875,0.0668507557393
Vector signal,1,3.76666666667,3.94444444444,-2.875,-2.75,0.0664951778824
Vector signal,1,3.76666666667,3.94444444444,-2.75,-2.625,0.0567048679203
Vector signal,1,3.76666666667,3.94444444444,-2.625,-2.5,0.0467581757549
Vector signal,1,3.76666666667,3.94444444444,-2.5,-2.375,0.0364009450676
Vector signal,1,3.76666666667,3.94444444444,-2.375,-2.25,0.018329232534
Vector signal,1,3.76666666667,3.94444444444,-2.25,-2.125,0.0129918840957
Vector signal,1,3.76666666667,3.94444444444,-2.125,-2,0.00397631422133
Vector signal,1,3.76666666667,3.94444444444,-2,-1.875,0.00264341230068
Vector signal,1,3.76666666667,3.94444444444,-1.875,-1.75,0.000104296928378
Vector signal,1,3.76666666667,3.94444444444,-1.75,-1.625,1.77358616098e-05
Vector signal,1,3.76666666667,3.94444444444,-1.625,-1.5,0.000223123813873
Vector signal,1,3.94444444444,4.12222222222,-6,-5.875,0
Vector signal,1,3.94444444444,4.12222222222,-5.875,-5.75,0
Vector signal,1,3.94444444444,4.12222222222,-5.75,-5.625,0
Vector signal,1,3.94444444444,4.12222222222,-5.625,-5.5,0
Vector signal,1,3.94444444444,4.12222222222,-5.5,-5.375,0
Vector signal,1,3.94444444444,4.12222222222,-5.375,-5.25,0
Vector signal,1,3.94444444444,4.12222222222,-5.25,-5.125,0
Vector signal,1,3.94444444444,4.12222222222,-5.125,-5,0
Vector signal,1,3.94444444444,4.12222222222,-5,-4.875,0
Vector signal,1,3.94444444444,4.12222222222,-4.875,-4.75,0
Vector signal,1,3.94444444444,4.12222222222,-4.75,-4.625,0
Vector signal,1,3.94444444444,4.12222222222,-4.625,-4.5,0
Vector signal,1,3.94444444444,4.12222222222,-4.5,-4.375,0
Vector signal,1,3.94444444444,4.12222222222,-4.375,-4.25,0
Vector signal,1,3.94444444444,4.12222222222,-4.25,-4.125,0
Vector signal,1,3.94444444444,4.12222222222,-4.125,-4,0.00395732394975
Vector signal,1,3.94444444444,4.12222222222,-4,-3.875,0.0084615049575
Vector signal,1,3.94444444444,4.12222222222,-3.875,-3.75,0.013905107004
Vector signal,1,3.94444444444,4.12222222222,-3.75,-3.625,0.0249186149529
Vector signal,1,3.94444444444,4.12222222222,-3.625,-3.5,0.0583553723462
Vector signal,1,3.94444444444,4.12222222222,-3.5,-3.375,0.0484797870632
Vector signal,1,3.94444444444,4.12222222222,-3.375,-3.25,0.0252636381862
Vector signal,1,3.94444444444,4.12222222222,-3.25,-3.125,0.0306899364853
Vector signal,1,3.94444444444,4.12222222222,-3.125,-3,0.057265211605
Vector signal,1,3.94444444444,4.12222222222,-3,-2.875,0.0480608411198
Vector signal,1,3.94444444444,4.12222222222,-2.875,-2.75,0.0355083754419
Vector signal,1,3.94444444444,4.12222222222,-2.75,-2.625,0.0301323974357
Vector signal,1,3.94444444444,4.12222222222,-2.625,-2.5,0.0297157930862
Vector signal,1,3.94444444444,4.12222222222,-2.5,-2.375,0.0386918498346
Vector signal,1,3.94444444444,4.12222222222,-2.375,-2.25,0.0291237617942
Vector signal,1,3.94444444444,4.12222222222,-2.25,-2.125,0.0214822849131
Vector signal,1,3.94444444444,4.12222222222,-2.125,-2,0.00474367758638
Vector signal,1,3.94444444444,4.12222222222,-2,-1.875,0.0019548969701
Vector signal,1,3.94444444444,4.12222222222,-1.875,-1.75,8.76629437649e-06
Vector signal,1,3.94444444444,4.12222222222,-1.75,-1.625,7.88746779531e-06
Vector signal,1,3.94444444444,4.12222222222,-1.625,-1.5,7.03535435958e-05
Vector signal,1,4.12222222222,4.3,-6,-5.875,0
Vector signal,1,4.12222222222,4.3,-5.875,-5.75,0
Vector signal,1,4.12222222222,4.3,-5.75,-5.625,0
Vector signal,1,4.12222222222,4.3,-5.625,-5.5,0
Vector signal,1,4.12222222222,4.3,-5.5,-5.375,0
Vector signal,1,4.12222222222,4.3,-5.375,-5.25,0
Vector signal,1,4.12222222222,4.3,-5.25,-5.125,0
Vector signal,1,4.12222222222,4.3,-5.125,-5,0
Vector signal,1,4.12222222222,4.3,-5,-4.875,0
Vector signal,1,4.12222222222,4.3,-4.875,-4.75,0
Vector signal,1,4.12222222222,4.3,-4.75,-4.625,0
Vector signal,1,4.12222222222,4.3,-4.625,-4.5,0
Vector signal,1,4.12222222222,4.3,-4.5,-4.375,0
Vector signal,1,4.12222222222,4.3,-4.375,-4.25,0
Vector signal,1,4.12222222222,4.3,-4.25,-4.125,0
Vector signal,1,4.12222222222,4.3,-4.125,-4,0.000924562907971
Vector signal,1,4.12222222222,4.3,-4,-3.875,0.00102559876605
Vector signal,1,4.12222222222,4.3,-3.875,-3.75,0.00993285885974
Vector signal,1,4.12222222222,4.3,-3.75,-3.625,0.0150956133454
Vector signal,1,4.12222222222,4.3,-3.625,-3.5,0.0357998315229
Vector signal,1,4.12222222222,4.3,-3.5,-3.375,0.0235410702814
Vector signal,1,4.12222222222,4.3,-3.375,-3.25,0.0318096815
Vector signal,1,4.12222222222,4.3,-3.25,-3.125,0.0348052360137
Vector signal,1,4.12222222222,4.3,-3.125,-3,0.0208217075139
Vector signal,1,4.12222222222,4.3,-3,-2.875,0.0321558371208
Vector signal,1,4.12222222222,4.3,-2.875,-2.75,0.0609861047213
Vector signal,1,4.12222222222,4.3,-2.75,-2.625,0.0334397279077
Vector signal,1,4.12222222222,4.3,-2.625,-2.5,0.0276040641114
Vector signal,1,4.12222222222,4.3,-2.5,-2.375,0.0231246702342
Vector signal,1,4.12222222222,4.3,-2.375,-2.25,0.0185162174612
Vector signal,1,4.12222222222,4.3,-2.25,-2.125,0.00863414611295
Vector signal,1,4.12222222222,4.3,-2.125,-2,0.00814845388975
Vector signal,1,4.12222222222,4.3,-2,-1.875,0.00666146129361
Vector signal,1,4.12222222222,4.3,-1.875,-1.75,0
Vector signal,1,4.12222222222,4.3,-1.75,-1.625,7.69608592338e-06
Vector signal,1,4.12222222222,4.3,-1.625,-1.5,1.99071767056e-05
Vector signal,1,4.3,4.47777777778,-6,-5.875,0
Vector signal,1,4.3,4.47777777778,-5.875,-5.75,0
Vector signal,1,4.3,4.47777777778,-5.75,-5.625,0
Vector signal,1,4.3,4.47777777778,-5.625,-5.5,0
Vector signal,1,4.3,4.47777777778,-5.5,-5.375,0
Vector signal,1,4.3,4.47777777778,-5.375,-5.25,0
Vector signal,1,4.3,4.47777777778,-5.25,-5.125,0
Vector signal,1,4.3,4.47777777778,-5.125,-5,0
Vector signal,1,4.3,4.47777777778,-5,-4.875,0
Vector signal,1,4.3,4.47777777778,-4.875,-4.75,0
Vector signal,1,4.3,4.47777777778,-4.75,-4.625,0
Vector signal,1,4.3,4.47777777778,-4.625,-4.5,0
Vector signal,1,4.3,4.47777777778,-4.5,-4.375,0
Vector signal,1,4.3,4.47777777778,-4.375,-4.25,0
Vector signal,1,4.3,4.47777777778,-4.25,-4.125,0
Vector signal,1,4.3,4.47777777778,-4.125,-4,0
Vector signal,1,4.3,4.47777777778,-4,-3.875,0.00170673429092
Vector signal,1,4.3,4.47777777778,-3.875,-3.75,0.0106321026703
Vector signal,1,4.3,4.47777777778,-3.75,-3.625,0.0106108035029
Vector signal,1,4.3,4.47777777778,-3.625,-3.5,0.0147125344899
Vector signal,1,4.3,4.47777777778,-3.5,-3.375,0.016431682655
Vector signal,1,4.3,4.47777777778,-3.375,-3.25,0.0324783839888
Vector signal,1,4.3,4.47777777778,-3.25,-3.125,0.0186678156036
Vector signal,1,4.3,4.47777777778,-3.125,-3,0.0368404191997
Vector signal,1,4.3,4.47777777778,-3,-2.875,0.0356159810084
Vector signal,1,4.3,4.47777777778,-2.875,-2.75,0.0191582844021
Vector signal,1,4.3,4.47777777778,-2.75,-2.625,0.0283486641808
Vector signal,1,4.3,4.47777777778,-2.625,-2.5,0.0149990157739
